sec , time , count(in)(line0) , count(out)(line0) , total_count(in)(line0) , total_count(out)(line0)
258 , 2023-07-05 11:52:16.916864 , 0 , 0 , 23 , 22
259 , 2023-07-05 11:52:19.248252 , 0 , 0 , 23 , 22
260 , 2023-07-05 11:52:21.555960 , 0 , 2 , 23 , 24
261 , 2023-07-05 11:52:23.848619 , 0 , 0 , 23 , 24
262 , 2023-07-05 11:52:26.174999 , 0 , 0 , 23 , 24
263 , 2023-07-05 11:52:28.473971 , 0 , 1 , 23 , 25
264 , 2023-07-05 11:52:30.761215 , 0 , 0 , 23 , 25
265 , 2023-07-05 11:52:33.096155 , 0 , 0 , 23 , 25
266 , 2023-07-05 11:52:35.485845 , 0 , 0 , 23 , 25
267 , 2023-07-05 11:52:37.867908 , 0 , 0 , 23 , 25
268 , 2023-07-05 11:52:40.337472 , 0 , 1 , 23 , 26
269 , 2023-07-05 11:52:42.713657 , 1 , 0 , 24 , 26
270 , 2023-07-05 11:52:45.093369 , 1 , 0 , 25 , 26
271 , 2023-07-05 11:52:47.476712 , 1 , 0 , 26 , 26
272 , 2023-07-05 11:52:49.878303 , 0 , 0 , 26 , 26
273 , 2023-07-05 11:52:52.251814 , 0 , 0 , 26 , 26
274 , 2023-07-05 11:52:54.611639 , 0 , 0 , 26 , 26
275 , 2023-07-05 11:52:56.946979 , 0 , 0 , 26 , 26
276 , 2023-07-05 11:52:59.250380 , 0 , 0 , 26 , 26
277 , 2023-07-05 11:53:01.630225 , 0 , 0 , 26 , 26
278 , 2023-07-05 11:53:04.079223 , 0 , 0 , 26 , 26
279 , 2023-07-05 11:53:06.552403 , 0 , 0 , 26 , 26
280 , 2023-07-05 11:53:09.031960 , 0 , 0 , 26 , 26
281 , 2023-07-05 11:53:11.522161 , 0 , 0 , 26 , 26
282 , 2023-07-05 11:53:13.903907 , 0 , 0 , 26 , 26
283 , 2023-07-05 11:53:16.308987 , 0 , 1 , 26 , 27
284 , 2023-07-05 11:53:18.848352 , 1 , 0 , 27 , 27
285 , 2023-07-05 11:53:21.201844 , 0 , 0 , 27 , 27
286 , 2023-07-05 11:53:23.593546 , 0 , 0 , 27 , 27
287 , 2023-07-05 11:53:25.967747 , 0 , 0 , 27 , 27
288 , 2023-07-05 11:53:28.298175 , 0 , 0 , 27 , 27
289 , 2023-07-05 11:53:30.668768 , 0 , 0 , 27 , 27
290 , 2023-07-05 11:53:33.019920 , 0 , 0 , 27 , 27
291 , 2023-07-05 11:53:35.341560 , 0 , 0 , 27 , 27
292 , 2023-07-05 11:53:37.670021 , 0 , 0 , 27 , 27
293 , 2023-07-05 11:53:39.992680 , 0 , 0 , 27 , 27
294 , 2023-07-05 11:53:42.330482 , 0 , 0 , 27 , 27
295 , 2023-07-05 11:53:44.672533 , 0 , 0 , 27 , 27
296 , 2023-07-05 11:53:46.938725 , 0 , 1 , 27 , 28
297 , 2023-07-05 11:53:49.184455 , 0 , 0 , 27 , 28
298 , 2023-07-05 11:53:51.493614 , 0 , 0 , 27 , 28
299 , 2023-07-05 11:53:53.823031 , 0 , 2 , 27 , 30
300 , 2023-07-05 11:53:56.115258 , 0 , 1 , 27 , 31
301 , 2023-07-05 11:53:58.404110 , 1 , 0 , 28 , 31
302 , 2023-07-05 11:54:00.773780 , 1 , 0 , 29 , 31
303 , 2023-07-05 11:54:03.081069 , 0 , 0 , 29 , 31
304 , 2023-07-05 11:54:05.419632 , 0 , 0 , 29 , 31
305 , 2023-07-05 11:54:07.764010 , 0 , 0 , 29 , 31
306 , 2023-07-05 11:54:10.138252 , 0 , 0 , 29 , 31
307 , 2023-07-05 11:54:12.472446 , 0 , 0 , 29 , 31
308 , 2023-07-05 11:54:14.768755 , 1 , 0 , 30 , 31
309 , 2023-07-05 11:54:17.080079 , 0 , 0 , 30 , 31
310 , 2023-07-05 11:54:19.386629 , 0 , 0 , 30 , 31
311 , 2023-07-05 11:54:21.694104 , 0 , 0 , 30 , 31
312 , 2023-07-05 11:54:24.033319 , 0 , 0 , 30 , 31
313 , 2023-07-05 11:54:26.338684 , 0 , 0 , 30 , 31
314 , 2023-07-05 11:54:28.667845 , 0 , 0 , 30 , 31
315 , 2023-07-05 11:54:31.000244 , 0 , 0 , 30 , 31
316 , 2023-07-05 11:54:33.335481 , 0 , 1 , 30 , 32
317 , 2023-07-05 11:54:35.646162 , 0 , 1 , 30 , 33
318 , 2023-07-05 11:54:37.965492 , 0 , 0 , 30 , 33
319 , 2023-07-05 11:54:40.353586 , 0 , 0 , 30 , 33
320 , 2023-07-05 11:54:42.726062 , 0 , 0 , 30 , 33
321 , 2023-07-05 11:54:45.156498 , 0 , 0 , 30 , 33
322 , 2023-07-05 11:54:47.532714 , 0 , 0 , 30 , 33
323 , 2023-07-05 11:54:49.912398 , 0 , 0 , 30 , 33
324 , 2023-07-05 11:54:52.224933 , 0 , 0 , 30 , 33
325 , 2023-07-05 11:54:54.546013 , 0 , 0 , 30 , 33
326 , 2023-07-05 11:54:56.842874 , 0 , 0 , 30 , 33
327 , 2023-07-05 11:54:59.102376 , 0 , 1 , 30 , 34
328 , 2023-07-05 11:55:01.361795 , 0 , 0 , 30 , 34
329 , 2023-07-05 11:55:03.631091 , 0 , 0 , 30 , 34
330 , 2023-07-05 11:55:05.934761 , 0 , 0 , 30 , 34
331 , 2023-07-05 11:55:08.257075 , 0 , 1 , 30 , 35
332 , 2023-07-05 11:55:10.585625 , 0 , 0 , 30 , 35
333 , 2023-07-05 11:55:12.930569 , 0 , 0 , 30 , 35
334 , 2023-07-05 11:55:15.305769 , 0 , 0 , 30 , 35
335 , 2023-07-05 11:55:17.649572 , 0 , 0 , 30 , 35
336 , 2023-07-05 11:55:19.945706 , 0 , 0 , 30 , 35
337 , 2023-07-05 11:55:22.288115 , 0 , 0 , 30 , 35
338 , 2023-07-05 11:55:24.653206 , 0 , 0 , 30 , 35
339 , 2023-07-05 11:55:26.970755 , 0 , 0 , 30 , 35
340 , 2023-07-05 11:55:29.271317 , 0 , 0 , 30 , 35
341 , 2023-07-05 11:55:31.564488 , 0 , 0 , 30 , 35
342 , 2023-07-05 11:55:33.865550 , 0 , 1 , 30 , 36
343 , 2023-07-05 11:55:36.231499 , 0 , 1 , 30 , 37
344 , 2023-07-05 11:55:38.611155 , 0 , 1 , 30 , 38
345 , 2023-07-05 11:55:41.016007 , 0 , 0 , 30 , 38
346 , 2023-07-05 11:55:43.431688 , 0 , 0 , 30 , 38
347 , 2023-07-05 11:55:45.794266 , 1 , 0 , 31 , 38
348 , 2023-07-05 11:55:48.385324 , 0 , 1 , 31 , 39
349 , 2023-07-05 11:55:51.001701 , 2 , 0 , 33 , 39
350 , 2023-07-05 11:55:53.338174 , 0 , 0 , 33 , 39
351 , 2023-07-05 11:55:55.756120 , 0 , 0 , 33 , 39
352 , 2023-07-05 11:55:58.025433 , 1 , 0 , 34 , 39
353 , 2023-07-05 11:56:00.322674 , 0 , 0 , 34 , 39
354 , 2023-07-05 11:56:02.636125 , 0 , 0 , 34 , 39
355 , 2023-07-05 11:56:04.911572 , 0 , 0 , 34 , 39
356 , 2023-07-05 11:56:07.197804 , 0 , 0 , 34 , 39
357 , 2023-07-05 11:56:09.471898 , 0 , 0 , 34 , 39
358 , 2023-07-05 11:56:11.758527 , 0 , 1 , 34 , 40
359 , 2023-07-05 11:56:14.046910 , 0 , 0 , 34 , 40
360 , 2023-07-05 11:56:16.299954 , 0 , 0 , 34 , 40
361 , 2023-07-05 11:56:18.570561 , 0 , 0 , 34 , 40
362 , 2023-07-05 11:56:21.053542 , 0 , 0 , 34 , 40
363 , 2023-07-05 11:56:23.825212 , 0 , 0 , 34 , 40
364 , 2023-07-05 11:56:26.595478 , 0 , 0 , 34 , 40
365 , 2023-07-05 11:56:29.311349 , 0 , 0 , 34 , 40
366 , 2023-07-05 11:56:32.045087 , 0 , 0 , 34 , 40
367 , 2023-07-05 11:56:34.671075 , 1 , 0 , 35 , 40
368 , 2023-07-05 11:56:37.372320 , 1 , 1 , 36 , 41
369 , 2023-07-05 11:56:40.157034 , 0 , 0 , 36 , 41
370 , 2023-07-05 11:56:42.557074 , 0 , 0 , 36 , 41
371 , 2023-07-05 11:56:44.966254 , 0 , 0 , 36 , 41
372 , 2023-07-05 11:56:47.315964 , 0 , 1 , 36 , 42
373 , 2023-07-05 11:56:49.639226 , 0 , 0 , 36 , 42
374 , 2023-07-05 11:56:52.021567 , 0 , 1 , 36 , 43
375 , 2023-07-05 11:56:54.405805 , 0 , 1 , 36 , 44
376 , 2023-07-05 11:56:56.722069 , 0 , 0 , 36 , 44
377 , 2023-07-05 11:56:59.127758 , 0 , 0 , 36 , 44
378 , 2023-07-05 11:57:01.490337 , 0 , 0 , 36 , 44
379 , 2023-07-05 11:57:03.811526 , 0 , 0 , 36 , 44
380 , 2023-07-05 11:57:06.180179 , 0 , 0 , 36 , 44
